,FY 2023,FY 2024,FY 2025
roa_ending,0.1406610516047947,0.05808962070942902,0.02753145726601164
roe_ending,0.23943864354823258,0.09725289043106168,0.04619111971462313
roa_avg_assets,,0.062014622542503325,0.02919854084255568
roe_avg_equity,,0.10462791504053945,0.04893905191873589
