,FY 2025,FY 2024,FY 2023
gross_margin,0.18026511436616155,0.17862626676220697,0.18248891736331416
operating_margin,0.04592573845001951,0.07243320708363189,0.0918747997891974
net_margin,0.04000970187815706,0.07258675401781145,0.15497091130790613
