,FY 2025,FY 2024,FY 2023
roa_ending,0.02753145726601164,0.05808962070942902,0.1406610516047947
roe_ending,0.04619111971462313,0.09725289043106168,0.23943864354823258
roa_avg_assets,0.02919854084255568,0.062014622542503325,
roe_avg_equity,0.04893905191873589,0.10462791504053945,
