,FY 2025,FY 2024,FY 2023
roa_ending,0.3117962593356549,0.25682503150857583,0.27509834563776475
roe_ending,1.5191298333175105,1.6459350307287095,1.5607601454639075
roa_avg_assets,0.3093254683307996,0.2612620773367635,
roe_avg_equity,1.7142244974480232,1.5741250755692886,
