,FY 2025,FY 2024,FY 2023
revenue_growth_yoy,0.06425511782832749,0.02021994077514111,
net_income_growth_yoy,0.1949517794657336,-0.033599670086086886,
diluted_eps_growth_yoy,0.22697368421052633,-0.00815660685154973,
