,FY 2026,FY 2025,FY 2024
revenue_growth_yoy,0.6547353579009478,1.1420340763599355,
net_income_growth_yoy,0.6474615806805708,1.4489247311827955,
diluted_eps_growth_yoy,0.6666666666666667,1.4643755238893545,
