,FY 2026,FY 2025,FY 2024
gross_margin,0.7106808435754708,0.7498869705816992,0.7271757329043695
operating_margin,0.6038168363141272,0.6241752683969747,0.5412166376678376
net_margin,0.5560253406070261,0.5584802715771244,0.4884934834706674
