,FY 2026,FY 2025,FY 2024
roa_ending,0.5805863551302447,0.6530407433625147,0.4527750730282376
roe_ending,0.7633333969089534,0.9187288060811577,0.6924472986178976
roa_avg_assets,0.7541802238665344,0.8219749730726502,
roe_avg_equity,1.014850815653791,1.1917746617063898,
