,FY 2024,FY 2025,FY 2026
roa_ending,0.4527750730282376,0.6530407433625147,0.5805863551302447
roe_ending,0.6924472986178976,0.9187288060811577,0.7633333969089534
roa_avg_assets,,0.8219749730726502,0.7541802238665344
roe_avg_equity,,1.1917746617063898,1.014850815653791
